poi_id,city_id,name,category_id,poi_category,lat,lng,typical_duration_minutes,entry_cost,currency,carbon_kg,popularity_score,value_score,opens_at,closes_at,closed_days,best_season,accessibility,tags,description,has_xr_scene,status,updated_at
poi_ba424444,cty_621f4a84,Royal Cenotaphs,cat_c03ee00a,heritage,18.513373,73.805809,240,750.00,INR,2.29,90,44,09:00,17:00,,post_monsoon,partial,"crowded,guided_tour,ticketed,sunset","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_b5219b13,cty_621f4a84,Paragliding Launch,cat_5c6b9b9e,adventure,18.500165,73.848001,150,200.00,INR,1.778,51,60,08:00,18:00,,post_monsoon,step_free,"outdoor,guided_tour,family_friendly,crowded","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",1,active,2026-08-18T10:00:00+05:30
poi_ade17493,cty_621f4a84,Kayaking at Pune,cat_0bdaba79,adventure,18.582029,73.811665,150,200.00,INR,0.421,52,62,,21:00,,post_monsoon,partial,"local_favourite,crowded,sunrise,sunset","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_5d059c71,cty_621f4a84,Rock Garden,cat_87a6232b,nature,18.557051,73.852346,45,1200.00,INR,2.67,55,67,10:00,18:00,,post_monsoon,none,"local_favourite,unesco,crowded,sunset","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_9147fba7,cty_621f4a84,Pune Street Food Lane,cat_260a51dc,food,18.45821,73.91677,90,350.00,INR,0.231,18,43,09:00,21:00,,post_monsoon,step_free,"local_favourite,quiet,sunset,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_72bc15f6,cty_621f4a84,Water Palace,cat_54243992,heritage,18.568016,73.893015,45,0.00,INR,0.709,70,50,10:00,18:00,1,post_monsoon,step_free,"family_friendly,photogenic,sunset,ticketed","The brass door is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ca1e63bc,cty_621f4a84,Sunset Point,cat_e8ba72de,nature,18.589275,73.89634,240,1200.00,INR,2.12,83,92,06:00,21:00,6,post_monsoon,step_free,"family_friendly,outdoor,indoor,local_favourite","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_cc9446c4,cty_621f4a84,Paragliding Launch,cat_5c6b9b9e,adventure,18.500605,73.849141,150,0.00,INR,0.747,63,78,,21:00,,post_monsoon,step_free,"family_friendly,indoor,unesco,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_0856e669,cty_621f4a84,Fishermen's Cove,cat_857ee77a,beach,18.565617,73.816924,120,0.00,INR,3.1,45,66,09:00,21:00,6,,step_free,"unesco,quiet,local_favourite,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_671bd504,cty_f29656ff,Kayaking at Aurangabad,cat_51e6a700,adventure,19.928745,75.295305,60,0.00,INR,0.506,57,58,10:00,19:00,,,none,"sunrise,sunset,outdoor,quiet",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_3611521b,cty_f29656ff,Zipline Point,cat_5c6b9b9e,adventure,19.807316,75.407139,120,0.00,INR,3.182,45,42,08:00,21:00,,winter,step_free,"crowded,unesco,sunset,quiet","Restored in the 1990s with mixed results — the upper gallery is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_79477167,cty_f29656ff,Riverside Ghats,cat_7e99ea32,religious,19.892807,75.356612,240,100.00,INR,0.779,79,68,09:00,21:00,1,winter,partial,"indoor,crowded,sunset,family_friendly","The brass door is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_4392116d,cty_f29656ff,Rock Climbing Wall,cat_51e6a700,adventure,19.855012,75.275355,120,350.00,INR,1.624,71,50,06:00,19:00,0,winter,step_free,"family_friendly,guided_tour,quiet,outdoor","Restored in the 1990s with mixed results — the colonnade is authentic, the inscription is not.",0,active,2026-08-18T10:00:00+05:30
poi_a9d48230,cty_f29656ff,Riverside Lounge,cat_3ecd28b3,nightlife,19.89558,75.283598,90,0.00,INR,1.603,35,28,10:00,17:00,,winter,none,"quiet,ticketed,photogenic,sunset","Restored in the 1990s with mixed results — the riverside steps is authentic, the carved lintel is not.",0,active,2026-08-18T10:00:00+05:30
poi_de5aff84,cty_f29656ff,Fishermen's Cove,cat_db94a794,beach,19.917465,75.371189,240,0.00,INR,0.286,81,76,09:00,19:00,,winter,partial,"outdoor,local_favourite,family_friendly,sunset","Restored in the 1990s with mixed results — the rear terrace is authentic, the inscription is not.",0,active,2026-08-18T10:00:00+05:30
poi_1e04227a,cty_f29656ff,"Jazz Cellar, Aurangabad",cat_3ecd28b3,nightlife,19.855128,75.296692,90,750.00,INR,1.926,85,62,,21:00,,winter,partial,"indoor,photogenic,unesco,ticketed","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the step-well geometry is not.",0,active,2026-08-18T10:00:00+05:30
poi_a9b62025,cty_f29656ff,Aurangabad Bird Sanctuary,cat_200acca0,wildlife,19.907013,75.379451,180,200.00,INR,2.525,83,36,10:00,,1,winter,partial,"indoor,crowded,local_favourite,unesco","The step-well geometry is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_fb5f89ab,cty_f29656ff,Watchtower Terrace,cat_fda74089,viewpoint,19.884442,75.389691,75,100.00,INR,1.392,86,68,10:00,17:00,0,winter,partial,"outdoor,guided_tour,quiet,ticketed","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_5fab4a4a,cty_f29656ff,Kayaking at Aurangabad,cat_0bdaba79,adventure,19.944483,75.401816,45,200.00,INR,0.993,56,57,08:00,18:00,,winter,none,"guided_tour,ticketed,photogenic,sunrise","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_2a817bf0,cty_f29656ff,Museum of Coins,cat_a6c4c438,museum,19.825566,75.282781,120,1200.00,INR,3.107,52,100,09:00,19:00,,,partial,"local_favourite,guided_tour,outdoor,sunset","The carved lintel is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_02a01ef8,cty_f29656ff,Paragliding Launch,cat_5c6b9b9e,adventure,19.807564,75.391904,240,2500.00,INR,2.003,69,73,06:00,18:00,,,none,"sunrise,outdoor,local_favourite,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_b961944a,cty_f29656ff,Quiet Bay,cat_857ee77a,beach,19.878113,75.311047,240,100.00,INR,0.649,62,26,06:00,18:00,6,winter,partial,"indoor,quiet,ticketed,sunset",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_f404c1ef,cty_f29656ff,Crocodile Park,cat_200acca0,wildlife,19.903828,75.347287,90,0.00,INR,2.114,86,47,09:00,17:00,,,partial,"unesco,guided_tour,sunrise,indoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_56fd62aa,cty_f29656ff,Aurangabad Lake,cat_87a6232b,nature,19.947185,75.363251,90,750.00,INR,1.465,55,74,08:00,17:00,,winter,step_free,"unesco,photogenic,outdoor,sunset","The inscription is the reason most people come, but the inner sanctum approach behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_16fd3ba6,cty_cfec17b6,Riverside Lounge,cat_3ecd28b3,nightlife,23.031797,72.52608,240,0.00,INR,0.8,99,36,10:00,21:00,,winter,partial,"sunset,outdoor,family_friendly,guided_tour","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the brass door on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_822c8d40,cty_cfec17b6,Riverside Lounge,cat_3ecd28b3,nightlife,22.984363,72.542324,60,750.00,INR,2.749,100,49,10:00,18:00,1,winter,partial,"crowded,photogenic,family_friendly,indoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_611ff2e6,cty_cfec17b6,"St Mary's Church, Ahmedabad",cat_63e0475b,religious,22.985528,72.524497,120,0.00,INR,2.178,69,78,06:00,,0,winter,step_free,"quiet,outdoor,sunset,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_f2c367a7,cty_cfec17b6,Cliff Walk,cat_dbd7c6e8,nature,22.999233,72.531529,45,100.00,INR,1.914,61,54,08:00,18:00,,winter,none,"crowded,indoor,unesco,sunrise","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_b9b35115,cty_cfec17b6,Paragliding Launch,cat_51e6a700,adventure,23.015738,72.584287,180,100.00,INR,1.815,71,16,08:00,21:00,,winter,none,"ticketed,guided_tour,local_favourite,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the riverside steps is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_f70648bb,cty_cfec17b6,"Jazz Cellar, Ahmedabad",cat_3ecd28b3,nightlife,23.053001,72.55738,60,0.00,INR,2.145,42,44,06:00,18:00,,,partial,"outdoor,sunset,unesco,photogenic",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_25b7eba8,cty_cfec17b6,Ahmedabad Temple,cat_7e99ea32,religious,23.045579,72.503389,75,50.00,INR,0.155,63,71,10:00,18:00,,winter,none,"guided_tour,photogenic,quiet,crowded","The step-well geometry is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_cbc7b76a,cty_cfec17b6,Hot Springs,cat_7073a53a,wellness,23.072162,72.569176,240,50.00,INR,0.815,63,68,06:00,21:00,,winter,partial,"ticketed,sunrise,unesco,family_friendly","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",1,active,2026-08-18T10:00:00+05:30
poi_49e06159,cty_cfec17b6,Ahmedabad Viewpoint,cat_fda74089,viewpoint,22.977398,72.602008,120,100.00,INR,1.428,40,87,06:00,17:00,,winter,step_free,"unesco,indoor,quiet,photogenic","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_f52fb17d,cty_cfec17b6,North Beach,cat_857ee77a,beach,22.957708,72.507517,240,50.00,INR,1.406,48,59,06:00,18:00,,winter,partial,"ticketed,indoor,family_friendly,sunset",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_be136c8b,cty_cfec17b6,Ahmedabad Viewpoint,cat_db94a794,viewpoint,23.064474,72.584081,180,500.00,INR,2.342,62,53,,19:00,,winter,partial,"indoor,sunset,quiet,unesco","Restored in the 1990s with mixed results — the north courtyard is authentic, the inscription is not.",0,active,2026-08-18T10:00:00+05:30
poi_72043b54,cty_cfec17b6,City Walls Walk,cat_c03ee00a,heritage,23.013729,72.640113,180,350.00,INR,0.273,92,37,09:00,21:00,0,winter,none,"outdoor,local_favourite,ticketed,quiet","Restored in the 1990s with mixed results — the upper gallery is authentic, the tile mosaic is not.",0,active,2026-08-18T10:00:00+05:30
poi_36527647,cty_cfec17b6,Rooftop Live Music,cat_3ecd28b3,nightlife,23.005833,72.522617,45,2500.00,INR,2.243,72,93,09:00,21:00,,winter,partial,"ticketed,sunrise,quiet,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_57267cd9,cty_cfec17b6,Hilltop Shrine,cat_7e99ea32,religious,23.042273,72.494741,60,750.00,INR,3.331,83,39,06:00,19:00,,,step_free,"crowded,outdoor,local_favourite,sunrise","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_eafd4622,cty_cfec17b6,Ayurveda Centre,cat_829c3404,wellness,23.058695,72.596546,150,500.00,INR,1.568,51,73,08:00,17:00,1,winter,none,"guided_tour,crowded,outdoor,local_favourite",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_886b5e19,cty_caf3c1ee,Chhatri Complex,cat_54243992,heritage,23.185246,69.679993,120,2500.00,INR,1.182,100,73,06:00,17:00,1,winter,step_free,"sunrise,unesco,quiet,ticketed","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the brass door on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_5a3495e1,cty_caf3c1ee,Kayaking at Bhuj,cat_0bdaba79,adventure,23.304281,69.730146,75,500.00,INR,2.197,47,83,,21:00,,winter,none,"sunset,outdoor,unesco,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_a7c6fce8,cty_caf3c1ee,Hot Springs,cat_829c3404,wellness,23.29142,69.635546,75,200.00,INR,0.89,66,85,08:00,21:00,,winter,partial,"guided_tour,indoor,sunset,family_friendly","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_29945418,cty_caf3c1ee,Cycling Loop,cat_0bdaba79,adventure,23.17975,69.645207,60,200.00,INR,1.645,45,55,,17:00,1,winter,none,"family_friendly,unesco,ticketed,local_favourite","Restored in the 1990s with mixed results — the rear terrace is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_9cf7145d,cty_caf3c1ee,Night Food Bazaar,cat_a01f3db5,food,23.251638,69.735853,180,2500.00,INR,2.176,39,32,06:00,17:00,,winter,partial,"outdoor,quiet,unesco,photogenic","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_c3285efc,cty_caf3c1ee,Butterfly Reserve,cat_200acca0,wildlife,23.249964,69.688372,90,750.00,INR,1.602,77,72,09:00,21:00,,winter,step_free,"sunset,ticketed,local_favourite,guided_tour",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,1,active,2026-08-18T10:00:00+05:30
poi_a00d6c5b,cty_caf3c1ee,Elephant Camp,cat_6b229a53,wildlife,23.184392,69.631944,45,0.00,INR,0.638,85,71,06:00,,1,winter,none,"crowded,family_friendly,sunset,quiet","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_ff4e53c7,cty_caf3c1ee,Coffee Roastery Tour,cat_260a51dc,food,23.293125,69.664073,90,2500.00,INR,3.301,58,78,08:00,17:00,,winter,step_free,"unesco,crowded,photogenic,sunrise","Restored in the 1990s with mixed results — the upper gallery is authentic, the carved lintel is not.",0,active,2026-08-18T10:00:00+05:30
poi_6a0f0d6b,cty_caf3c1ee,Ridge Lookout,cat_e8ba72de,viewpoint,23.171573,69.728434,45,200.00,INR,2.591,43,49,08:00,17:00,,winter,none,"sunset,guided_tour,outdoor,sunrise","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_90858ce4,cty_caf3c1ee,Water Palace,cat_54243992,heritage,23.215935,69.727218,60,1200.00,INR,1.033,64,70,10:00,18:00,,,step_free,"guided_tour,indoor,photogenic,sunrise","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_048bc3b8,cty_caf3c1ee,Great Mosque of Bhuj,cat_7e99ea32,religious,23.206983,69.604797,75,200.00,INR,0.237,17,49,09:00,21:00,,winter,step_free,"quiet,local_favourite,unesco,outdoor","The mirror work is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_9c194b8c,cty_caf3c1ee,Bhuj Fort,cat_68482803,heritage,23.305308,69.622506,45,500.00,INR,2.8,50,24,06:00,18:00,,winter,step_free,"photogenic,crowded,guided_tour,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_651c469a,cty_caf3c1ee,Bhuj Street Food Lane,cat_34ac5ade,food,23.245587,69.702794,90,750.00,INR,0.295,19,46,08:00,18:00,0,winter,partial,"local_favourite,family_friendly,unesco,ticketed","Restored in the 1990s with mixed results — the north courtyard is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_e7c57ffd,cty_caf3c1ee,Paragliding Launch,cat_5c6b9b9e,adventure,23.303108,69.592709,180,100.00,INR,3.488,44,69,09:00,18:00,,winter,partial,"local_favourite,unesco,indoor,photogenic","The step-well geometry is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_855d488a,cty_caf3c1ee,Great Mosque of Bhuj,cat_63e0475b,religious,23.211151,69.65863,75,0.00,INR,0.949,99,48,08:00,19:00,,winter,none,"photogenic,sunset,quiet,guided_tour","Restored in the 1990s with mixed results — the colonnade is authentic, the lattice screen is not.",0,active,2026-08-18T10:00:00+05:30
poi_78cfd33b,cty_43d0a650,Spice Market Walk,cat_34ac5ade,food,15.513231,73.890945,90,350.00,INR,2.517,61,84,09:00,,0,winter,step_free,"unesco,indoor,ticketed,family_friendly","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_e4f4e3ee,cty_43d0a650,City Walls Walk,cat_c03ee00a,heritage,15.423046,73.851255,75,350.00,INR,1.021,53,100,09:00,18:00,,winter,partial,"sunrise,family_friendly,indoor,unesco","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the riverside steps is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_e98d21dd,cty_43d0a650,Elephant Camp,cat_6b229a53,wildlife,15.550124,73.852533,150,100.00,INR,1.254,40,34,10:00,19:00,0,winter,step_free,"indoor,sunset,local_favourite,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_96764ccb,cty_43d0a650,Ayurveda Centre,cat_829c3404,wellness,15.452703,73.825593,120,750.00,INR,0.821,58,96,,19:00,0,winter,partial,"crowded,guided_tour,sunset,outdoor","The lattice screen is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_2bbb64cc,cty_43d0a650,Cooking Class at Old Town,cat_b591c643,food,15.434076,73.876718,45,1200.00,INR,1.711,87,77,,,,winter,none,"sunset,outdoor,guided_tour,indoor","The lattice screen is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ee7caee8,cty_43d0a650,Spice Market Walk,cat_260a51dc,food,15.517499,73.844074,75,500.00,INR,2.327,53,56,10:00,17:00,6,winter,step_free,"family_friendly,outdoor,ticketed,quiet","Restored in the 1990s with mixed results — the colonnade is authentic, the step-well geometry is not.",0,active,2026-08-18T10:00:00+05:30
poi_28daaace,cty_43d0a650,Night Food Bazaar,cat_260a51dc,food,15.522658,73.894181,75,750.00,INR,0.874,71,41,06:00,18:00,,,partial,"family_friendly,indoor,sunrise,outdoor",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_654d876f,cty_43d0a650,Cycling Loop,cat_0bdaba79,adventure,15.504339,73.869644,120,50.00,INR,1.048,53,43,,17:00,,winter,step_free,"quiet,photogenic,family_friendly,ticketed","The tile mosaic is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_8c65234d,cty_43d0a650,Riverside Lounge,cat_3ecd28b3,nightlife,15.433911,73.869329,90,2500.00,INR,1.676,53,56,10:00,17:00,,,step_free,"quiet,photogenic,guided_tour,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_36905b4d,cty_43d0a650,Maritime Museum,cat_a6c4c438,museum,15.529985,73.769905,75,0.00,INR,1.265,64,66,10:00,18:00,,winter,step_free,"outdoor,indoor,family_friendly,ticketed","The brass door is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_aa397bd7,cty_43d0a650,"Jazz Cellar, Panaji",cat_ae5149e1,nightlife,15.562753,73.809058,90,100.00,INR,0.739,62,56,08:00,17:00,,winter,step_free,"photogenic,crowded,indoor,local_favourite","The brass door is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_cf73dddb,cty_43d0a650,Hilltop Shrine,cat_7e99ea32,religious,15.449347,73.770916,45,200.00,INR,0.916,100,44,09:00,17:00,,winter,step_free,"photogenic,sunset,guided_tour,quiet","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_f79642d1,cty_43d0a650,Rock Climbing Wall,cat_12271927,adventure,15.460548,73.846737,120,350.00,INR,1.826,57,64,10:00,21:00,0,,none,"family_friendly,guided_tour,ticketed,outdoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_5afd21b6,cty_43d0a650,Panaji City Museum,cat_a6c4c438,museum,15.462071,73.76559,60,750.00,INR,2.962,86,79,08:00,21:00,6,,step_free,"crowded,sunset,indoor,family_friendly","The brass door is the reason most people come, but the colonnade behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_9bd455da,cty_43d0a650,Yoga Shala,cat_7073a53a,wellness,15.437831,73.854955,180,2500.00,INR,3.207,73,87,10:00,19:00,,winter,step_free,"indoor,outdoor,local_favourite,photogenic","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_97a3672d,cty_17b8ef2f,Bengaluru Bazaar,cat_70320c9b,shopping,12.953111,77.628697,180,350.00,INR,1.171,96,59,08:00,21:00,,post_monsoon,partial,"local_favourite,photogenic,ticketed,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_31a91abe,cty_17b8ef2f,Tea Estate Trail,cat_dbd7c6e8,nature,13.011987,77.528901,120,1200.00,INR,2.28,48,62,09:00,18:00,,post_monsoon,none,"family_friendly,indoor,sunrise,sunset","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_aef75f2a,cty_17b8ef2f,Rooftop Live Music,cat_3ecd28b3,nightlife,12.940984,77.53418,45,0.00,INR,3.432,72,64,08:00,18:00,,post_monsoon,step_free,"sunset,crowded,outdoor,photogenic","The step-well geometry is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_a2cbcb8a,cty_17b8ef2f,Cycling Loop,cat_51e6a700,adventure,12.931183,77.539318,120,200.00,INR,2.563,51,77,08:00,18:00,,post_monsoon,none,"indoor,crowded,local_favourite,sunrise","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_c07155aa,cty_17b8ef2f,Bengaluru Bird Sanctuary,cat_db384ce5,wildlife,12.985524,77.626354,75,100.00,INR,2.907,50,51,06:00,18:00,,post_monsoon,none,"sunrise,crowded,indoor,outdoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_41d6dac1,cty_17b8ef2f,"Jazz Cellar, Bengaluru",cat_3ecd28b3,nightlife,12.9451,77.600354,90,1200.00,INR,3.113,43,40,06:00,19:00,,post_monsoon,partial,"photogenic,crowded,sunset,outdoor","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the inscription is not.",0,active,2026-08-18T10:00:00+05:30
poi_6f0e4bb1,cty_17b8ef2f,Bengaluru Viewpoint,cat_7073a53a,viewpoint,13.005851,77.622249,60,50.00,INR,3.032,60,59,10:00,21:00,,post_monsoon,partial,"photogenic,quiet,sunrise,indoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_e70a02d6,cty_17b8ef2f,"Gallery of Modern Art, Bengaluru",cat_a74a90c1,museum,13.03238,77.603354,180,2500.00,INR,3.216,67,52,09:00,19:00,1,post_monsoon,none,"sunrise,outdoor,local_favourite,sunset","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_3bab74a1,cty_17b8ef2f,Lighthouse Beach,cat_857ee77a,beach,12.964152,77.537538,90,750.00,INR,3.467,100,73,09:00,18:00,,post_monsoon,none,"quiet,guided_tour,ticketed,family_friendly","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the tile mosaic is not.",0,active,2026-08-18T10:00:00+05:30
poi_65bb95f4,cty_17b8ef2f,Riverside Lounge,cat_ae5149e1,nightlife,13.000356,77.535462,180,200.00,INR,2.124,57,43,10:00,18:00,,post_monsoon,step_free,"unesco,sunset,guided_tour,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_e5aee907,cty_17b8ef2f,Ridge Lookout,cat_87a6232b,viewpoint,12.952976,77.625054,45,750.00,INR,3.137,39,64,06:00,18:00,,post_monsoon,step_free,"indoor,outdoor,family_friendly,quiet",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_11738258,cty_17b8ef2f,Bengaluru Lake,cat_e8ba72de,nature,12.960028,77.561234,240,1200.00,INR,1.135,51,55,08:00,21:00,6,post_monsoon,none,"local_favourite,indoor,sunset,photogenic","The brass door is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_c409f08b,cty_17b8ef2f,Butterfly Reserve,cat_200acca0,wildlife,12.948653,77.656732,45,0.00,INR,0.78,54,54,09:00,21:00,,,none,"quiet,sunset,indoor,crowded","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_5a548df2,cty_17b8ef2f,Antique Lane,cat_8c7f3fd2,shopping,13.01266,77.565667,75,0.00,INR,0.875,62,69,08:00,19:00,1,post_monsoon,partial,"photogenic,sunset,local_favourite,family_friendly","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
