fact_id,poi_id,fact_type,fact_text,language,confidence,display_priority,embedding_ref,updated_at
fct_6267a455,poi_5a5793a8,practical,Allow 120 minutes at Watchtower Terrace. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_5a5793a8,2026-08-18T10:00:00+05:30
fct_cf590999,poi_4c87ddee,architecture,"The mirror work at Antique Lane is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_4c87ddee,2026-08-18T10:00:00+05:30
fct_56c75216,poi_660b0d33,architecture,"The inscription at Rock Garden is the detail most guides point out, and the only part not restored.",en-IN,high,2,emb_fact_660b0d33,2026-08-18T10:00:00+05:30
fct_cb2f75fc,poi_b35717f6,etiquette,Footwear is removed before entering the inner area of Lighthouse Beach; socks are advisable in summer.,en-IN,low,1,emb_fact_b35717f6,2026-08-18T10:00:00+05:30
fct_e19364b4,poi_1cdce06b,history,Shimla Viewpoint was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_1cdce06b,2026-08-18T10:00:00+05:30
fct_f006ca53,poi_e5100a66,history,Coffee Roastery Tour was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_e5100a66,2026-08-18T10:00:00+05:30
fct_dd7f4b34,poi_fec61450,history,Jain Temple Complex was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_fec61450,2026-08-18T10:00:00+05:30
fct_e0e19f6e,poi_3a3efeb8,trivia,"Jain Temple Complex appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_3a3efeb8,2026-08-18T10:00:00+05:30
fct_6eb838db,poi_080ec099,history,Hilltop Shrine was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_080ec099,2026-08-18T10:00:00+05:30
fct_35dc8697,poi_56eec1f7,architecture,"The tile mosaic at Riverside Lounge is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_56eec1f7,2026-08-18T10:00:00+05:30
fct_bcb9edf2,poi_27e69b68,architecture,"The fresco panel at Zipline Point is the detail most guides point out, and the only part not restored.",en-IN,medium,2,emb_fact_27e69b68,2026-08-18T10:00:00+05:30
fct_947ed216,poi_a42d04ae,architecture,"The tile mosaic at Riverside Lounge is the detail most guides point out, and the only part not restored.",en-IN,low,2,emb_fact_a42d04ae,2026-08-18T10:00:00+05:30
fct_6b679d6b,poi_3cd58d03,architecture,"The carved lintel at Botanical Gardens is the detail most guides point out, and the only part not restored.",en-IN,medium,3,emb_fact_3cd58d03,2026-08-18T10:00:00+05:30
fct_44ef9836,poi_d19e8a0d,etiquette,Footwear is removed before entering the inner area of Butterfly Reserve; socks are advisable in summer.,en-IN,high,2,emb_fact_d19e8a0d,2026-08-18T10:00:00+05:30
fct_70321a93,poi_858d379c,architecture,"The lattice screen at Puppet Museum is the detail most guides point out, and the only part not restored.",en-IN,medium,5,emb_fact_858d379c,2026-08-18T10:00:00+05:30
fct_ffb80c86,poi_9de9c403,architecture,"The tile mosaic at Great Mosque of Manali is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_9de9c403,2026-08-18T10:00:00+05:30
fct_6e76ddc4,poi_b6329778,practical,Allow 90 minutes at Hilltop Shrine. It is busiest between 10:00 and 13:00.,en-IN,medium,2,emb_fact_b6329778,2026-08-18T10:00:00+05:30
fct_0708e49c,poi_981e6149,history,Coffee Roastery Tour was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_981e6149,2026-08-18T10:00:00+05:30
fct_62d4a5ef,poi_6580da95,history,Rock Climbing Wall was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_6580da95,2026-08-18T10:00:00+05:30
fct_f0e6b411,poi_d0aa4cac,etiquette,Footwear is removed before entering the inner area of Watchtower Terrace; socks are advisable in summer.,en-IN,medium,3,emb_fact_d0aa4cac,2026-08-18T10:00:00+05:30
fct_986e80a2,poi_7a4468c4,practical,Allow 90 minutes at Watchtower Terrace. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_7a4468c4,2026-08-18T10:00:00+05:30
fct_9fecea27,poi_d668c5ae,history,Cycling Loop was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_d668c5ae,2026-08-18T10:00:00+05:30
fct_0506dcb1,poi_9e696660,trivia,"Botanical Gardens appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,3,emb_fact_9e696660,2026-08-18T10:00:00+05:30
fct_50f06552,poi_55efa344,etiquette,Footwear is removed before entering the inner area of Rishikesh Bazaar; socks are advisable in summer.,en-IN,high,2,emb_fact_55efa344,2026-08-18T10:00:00+05:30
fct_babdfe7b,poi_7bd45bdd,architecture,"The brass door at Fishermen's Cove is the detail most guides point out, and the only part not restored.",en-IN,high,2,emb_fact_7bd45bdd,2026-08-18T10:00:00+05:30
fct_a2dc517a,poi_bbd7ce43,etiquette,Footwear is removed before entering the inner area of Rishikesh Bazaar; socks are advisable in summer.,en-IN,medium,3,emb_fact_bbd7ce43,2026-08-18T10:00:00+05:30
fct_ba9df9a1,poi_6da0c869,architecture,"The step-well geometry at Blue Pottery Workshop is the detail most guides point out, and the only part not restored.",en-IN,medium,4,emb_fact_6da0c869,2026-08-18T10:00:00+05:30
fct_589dac7b,poi_f9f12b4d,etiquette,Footwear is removed before entering the inner area of Yoga Shala; socks are advisable in summer.,en-IN,high,3,emb_fact_f9f12b4d,2026-08-18T10:00:00+05:30
fct_97c84d02,poi_090cc669,practical,Allow 45 minutes at Butterfly Reserve. It is busiest between 10:00 and 13:00.,en-IN,high,1,emb_fact_090cc669,2026-08-18T10:00:00+05:30
fct_c704cfdc,poi_0e7b7fc0,etiquette,Footwear is removed before entering the inner area of Yoga Shala; socks are advisable in summer.,en-IN,medium,3,emb_fact_0e7b7fc0,2026-08-18T10:00:00+05:30
fct_99cedc44,poi_e78bfaee,architecture,"The mirror work at Fishermen's Cove is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_e78bfaee,2026-08-18T10:00:00+05:30
fct_a8b21ca8,poi_c74c12ed,etiquette,Footwear is removed before entering the inner area of Hot Springs; socks are advisable in summer.,en-IN,high,5,emb_fact_c74c12ed,2026-08-18T10:00:00+05:30
fct_e4a75d17,poi_889f4e87,practical,Allow 240 minutes at Puppet Museum. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_889f4e87,2026-08-18T10:00:00+05:30
fct_669bb7e5,poi_1461e306,etiquette,Footwear is removed before entering the inner area of Riverside Ghats; socks are advisable in summer.,en-IN,high,5,emb_fact_1461e306,2026-08-18T10:00:00+05:30
fct_b93a209e,poi_475d7338,trivia,"Maritime Museum appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_475d7338,2026-08-18T10:00:00+05:30
fct_381ef8d3,poi_21a4922d,practical,Allow 45 minutes at Quiet Bay. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_21a4922d,2026-08-18T10:00:00+05:30
fct_fb2bc5dd,poi_41810a53,etiquette,Footwear is removed before entering the inner area of Hilltop Shrine; socks are advisable in summer.,en-IN,high,5,emb_fact_41810a53,2026-08-18T10:00:00+05:30
fct_673c20e0,poi_96add6ac,practical,Allow 180 minutes at Fishermen's Cove. It is busiest between 10:00 and 13:00.,en-IN,medium,3,emb_fact_96add6ac,2026-08-18T10:00:00+05:30
fct_738b1ee3,poi_7cd2e8cd,etiquette,Footwear is removed before entering the inner area of Museum of Coins; socks are advisable in summer.,en-IN,high,5,emb_fact_7cd2e8cd,2026-08-18T10:00:00+05:30
fct_0b0dc521,poi_3dd6c5b0,trivia,"Puppet Museum appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_3dd6c5b0,2026-08-18T10:00:00+05:30
fct_84c72dc3,poi_d9ef734e,trivia,"Rooftop Live Music appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_d9ef734e,2026-08-18T10:00:00+05:30
fct_109d8adb,poi_5e69bc20,trivia,"Handloom Cooperative appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_5e69bc20,2026-08-18T10:00:00+05:30
fct_4a486de0,poi_c21309f4,trivia,"Sunset Point appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_c21309f4,2026-08-18T10:00:00+05:30
fct_735bed2e,poi_a79ecb61,etiquette,Footwear is removed before entering the inner area of Backwater Channel; socks are advisable in summer.,en-IN,medium,3,emb_fact_a79ecb61,2026-08-18T10:00:00+05:30
fct_d39fab06,poi_6d8ec0be,etiquette,Footwear is removed before entering the inner area of Ayurveda Centre; socks are advisable in summer.,en-IN,medium,3,emb_fact_6d8ec0be,2026-08-18T10:00:00+05:30
fct_7d8b8f3e,poi_0c84f287,etiquette,Footwear is removed before entering the inner area of Nainital Bazaar; socks are advisable in summer.,en-IN,high,2,emb_fact_0c84f287,2026-08-18T10:00:00+05:30
fct_24ff2726,poi_a1e5f2e6,trivia,"Yoga Shala appears on the city's earliest surviving tourist map, misspelled.",en-IN,low,3,emb_fact_a1e5f2e6,2026-08-18T10:00:00+05:30
fct_f4ef16ea,poi_d5409022,trivia,"St Mary's Church, Nainital appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_d5409022,2026-08-18T10:00:00+05:30
fct_87557980,poi_584276b6,etiquette,Footwear is removed before entering the inner area of Nainital Temple; socks are advisable in summer.,en-IN,high,2,emb_fact_584276b6,2026-08-18T10:00:00+05:30
fct_35cb0984,poi_d8ffbfe8,architecture,"The inscription at Antique Lane is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_d8ffbfe8,2026-08-18T10:00:00+05:30
fct_02c58b56,poi_38e1ec96,history,Textile Museum was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_38e1ec96,2026-08-18T10:00:00+05:30
fct_3aed20d0,poi_1b0630d5,trivia,"Nainital Temple appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_1b0630d5,2026-08-18T10:00:00+05:30
fct_56ad5eb6,poi_93980121,practical,Allow 240 minutes at Puppet Museum. It is busiest between 10:00 and 13:00.,en-IN,high,1,emb_fact_93980121,2026-08-18T10:00:00+05:30
fct_fed56abc,poi_789930fb,architecture,"The carved lintel at Leh City Museum is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_789930fb,2026-08-18T10:00:00+05:30
fct_ca01567e,poi_6b17511e,history,Night Food Bazaar was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_6b17511e,2026-08-18T10:00:00+05:30
fct_78337c20,poi_43e21947,architecture,"The lattice screen at Jazz Cellar, Leh is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_43e21947,2026-08-18T10:00:00+05:30
fct_c42cb44c,poi_7b08d755,trivia,"Elephant Camp appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_7b08d755,2026-08-18T10:00:00+05:30
fct_a12d2f01,poi_f2a26f1f,etiquette,Footwear is removed before entering the inner area of Leh Lake; socks are advisable in summer.,en-IN,low,4,emb_fact_f2a26f1f,2026-08-18T10:00:00+05:30
fct_a4cbd11e,poi_bd12d26b,architecture,"The brass door at Textile Museum is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_bd12d26b,2026-08-18T10:00:00+05:30
fct_870f9679,poi_2b00dd1d,etiquette,Footwear is removed before entering the inner area of Textile Museum; socks are advisable in summer.,en-IN,high,5,emb_fact_2b00dd1d,2026-08-18T10:00:00+05:30
fct_552b64d4,poi_eef7f325,history,Rooftop Live Music was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_eef7f325,2026-08-18T10:00:00+05:30
fct_e87e9217,poi_d158bf55,history,Leh Bird Sanctuary was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,low,5,emb_fact_d158bf55,2026-08-18T10:00:00+05:30
fct_cc6fef69,poi_03e96e6b,trivia,"Backwater Channel appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_03e96e6b,2026-08-18T10:00:00+05:30
fct_db83fdca,poi_b2db71d0,history,Cliff Walk was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,medium,4,emb_fact_b2db71d0,2026-08-18T10:00:00+05:30
fct_873c90f1,poi_4dd2861e,trivia,"Elephant Camp appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_4dd2861e,2026-08-18T10:00:00+05:30
fct_0c3dde75,poi_5438f7a0,architecture,"The fresco panel at Crocodile Park is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_5438f7a0,2026-08-18T10:00:00+05:30
fct_f2caaf46,poi_26b74a30,trivia,"Elephant Camp appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_26b74a30,2026-08-18T10:00:00+05:30
fct_e9b5d604,poi_58be1c10,trivia,"Ridge Lookout appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_58be1c10,2026-08-18T10:00:00+05:30
fct_7ce7364b,poi_72885c51,etiquette,Footwear is removed before entering the inner area of Butterfly Reserve; socks are advisable in summer.,en-IN,low,2,emb_fact_72885c51,2026-08-18T10:00:00+05:30
fct_bf6d4bc4,poi_091fe344,architecture,"The lattice screen at Srinagar Lake is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_091fe344,2026-08-18T10:00:00+05:30
fct_8d7063f5,poi_a8a1121e,history,Cycling Loop was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_a8a1121e,2026-08-18T10:00:00+05:30
fct_86bcc3cc,poi_53ac6972,practical,Allow 90 minutes at Watchtower Terrace. It is busiest between 10:00 and 13:00.,en-IN,high,1,emb_fact_53ac6972,2026-08-18T10:00:00+05:30
fct_00e24186,poi_7bf0ffd4,trivia,"Watchtower Terrace appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,5,emb_fact_7bf0ffd4,2026-08-18T10:00:00+05:30
fct_4b6e9a5d,poi_a9a7d6f1,history,Elephant Camp was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_a9a7d6f1,2026-08-18T10:00:00+05:30
fct_4fe52db4,poi_1b2395ad,etiquette,Footwear is removed before entering the inner area of Riverside Lounge; socks are advisable in summer.,en-IN,medium,3,emb_fact_1b2395ad,2026-08-18T10:00:00+05:30
fct_b2a7e5bc,poi_88b5a018,history,Watchtower Terrace was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_88b5a018,2026-08-18T10:00:00+05:30
fct_a8e91ea0,poi_c806ff41,architecture,"The carved lintel at Chhatri Complex is the detail most guides point out, and the only part not restored.",en-IN,high,2,emb_fact_c806ff41,2026-08-18T10:00:00+05:30
fct_f4324560,poi_3d47122c,practical,Allow 60 minutes at Srinagar Observatory. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_3d47122c,2026-08-18T10:00:00+05:30
fct_6c378d16,poi_02d64e75,practical,"Allow 180 minutes at Jazz Cellar, Srinagar. It is busiest between 10:00 and 13:00.",en-IN,low,1,emb_fact_02d64e75,2026-08-18T10:00:00+05:30
fct_6d3b32da,poi_ec061425,history,Crocodile Park was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_ec061425,2026-08-18T10:00:00+05:30
fct_93fcbff1,poi_6c6cefc3,etiquette,Footwear is removed before entering the inner area of Rock Garden; socks are advisable in summer.,en-IN,medium,1,emb_fact_6c6cefc3,2026-08-18T10:00:00+05:30
fct_5019eda6,poi_d1f05b2f,trivia,"Zipline Point appears on the city's earliest surviving tourist map, misspelled.",en-IN,low,2,emb_fact_d1f05b2f,2026-08-18T10:00:00+05:30
fct_0c2791f5,poi_70fc506d,history,Rock Climbing Wall was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_70fc506d,2026-08-18T10:00:00+05:30
fct_ddff65fc,poi_bebe0046,etiquette,Footwear is removed before entering the inner area of Quiet Bay; socks are advisable in summer.,en-IN,medium,5,emb_fact_bebe0046,2026-08-18T10:00:00+05:30
fct_466df552,poi_a89bd0b6,history,Riverside Lounge was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_a89bd0b6,2026-08-18T10:00:00+05:30
fct_4aef413f,poi_a1b45daa,practical,Allow 90 minutes at Cliff Walk. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_a1b45daa,2026-08-18T10:00:00+05:30
fct_21c3862a,poi_7d154e6e,history,"Gallery of Modern Art, Mumbai was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.",en-IN,low,5,emb_fact_7d154e6e,2026-08-18T10:00:00+05:30
fct_7e239c80,poi_26a8c93c,practical,Allow 240 minutes at Hot Air Balloon Field. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_26a8c93c,2026-08-18T10:00:00+05:30
fct_6f6f482d,poi_22445cd1,etiquette,Footwear is removed before entering the inner area of Blue Pottery Workshop; socks are advisable in summer.,en-IN,low,5,emb_fact_22445cd1,2026-08-18T10:00:00+05:30
fct_245690f5,poi_65c1c671,trivia,"Handloom Cooperative appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_65c1c671,2026-08-18T10:00:00+05:30
fct_a76951a2,poi_cbe67aeb,etiquette,Footwear is removed before entering the inner area of Mumbai Bazaar; socks are advisable in summer.,en-IN,high,5,emb_fact_cbe67aeb,2026-08-18T10:00:00+05:30
fct_ba434444,poi_41745331,practical,Allow 150 minutes at Mumbai Temple. It is busiest between 10:00 and 13:00.,en-IN,medium,4,emb_fact_41745331,2026-08-18T10:00:00+05:30
fct_8dd4d39c,poi_df880d73,history,Mumbai City Museum was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,low,1,emb_fact_df880d73,2026-08-18T10:00:00+05:30
fct_0a5f4a3c,poi_538228aa,history,Jain Temple Complex was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_538228aa,2026-08-18T10:00:00+05:30
fct_d4f3b886,poi_9668f820,etiquette,"Footwear is removed before entering the inner area of Jazz Cellar, Mumbai; socks are advisable in summer.",en-IN,medium,5,emb_fact_9668f820,2026-08-18T10:00:00+05:30
fct_36df7e82,poi_ee4038b4,architecture,"The step-well geometry at Mumbai Bazaar is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_ee4038b4,2026-08-18T10:00:00+05:30
fct_77b634b0,poi_6db4edc9,architecture,"The mirror work at Blue Pottery Workshop is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_6db4edc9,2026-08-18T10:00:00+05:30
fct_4b6e601e,poi_8016ef2b,architecture,"The carved lintel at Cycling Loop is the detail most guides point out, and the only part not restored.",en-IN,low,2,emb_fact_8016ef2b,2026-08-18T10:00:00+05:30
fct_c0a51b08,poi_87d0f44c,history,North Beach was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,medium,1,emb_fact_87d0f44c,2026-08-18T10:00:00+05:30
fct_f8a539e7,poi_f6726145,practical,Allow 60 minutes at Pune Observatory. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_f6726145,2026-08-18T10:00:00+05:30
fct_f9e326a0,poi_794abca9,trivia,"Yoga Shala appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,1,emb_fact_794abca9,2026-08-18T10:00:00+05:30
fct_060c4874,poi_a9aa5e47,history,Lighthouse Beach was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_a9aa5e47,2026-08-18T10:00:00+05:30
fct_95bfa9a2,poi_6ac0c798,architecture,"The tile mosaic at Watchtower Terrace is the detail most guides point out, and the only part not restored.",en-IN,low,2,emb_fact_6ac0c798,2026-08-18T10:00:00+05:30
fct_682938d7,poi_7defc6e9,architecture,"The fresco panel at Ridge Lookout is the detail most guides point out, and the only part not restored.",en-IN,medium,4,emb_fact_7defc6e9,2026-08-18T10:00:00+05:30
fct_967f980b,poi_ba424444,architecture,"The carved lintel at Royal Cenotaphs is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_ba424444,2026-08-18T10:00:00+05:30
fct_3e3561e5,poi_b5219b13,etiquette,Footwear is removed before entering the inner area of Paragliding Launch; socks are advisable in summer.,en-IN,high,4,emb_fact_b5219b13,2026-08-18T10:00:00+05:30
fct_f9d92ca4,poi_ade17493,etiquette,Footwear is removed before entering the inner area of Kayaking at Pune; socks are advisable in summer.,en-IN,high,2,emb_fact_ade17493,2026-08-18T10:00:00+05:30
fct_92874b83,poi_5d059c71,etiquette,Footwear is removed before entering the inner area of Rock Garden; socks are advisable in summer.,en-IN,high,5,emb_fact_5d059c71,2026-08-18T10:00:00+05:30
fct_f996a174,poi_9147fba7,history,Pune Street Food Lane was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_9147fba7,2026-08-18T10:00:00+05:30
fct_acbab095,poi_72bc15f6,etiquette,Footwear is removed before entering the inner area of Water Palace; socks are advisable in summer.,en-IN,high,4,emb_fact_72bc15f6,2026-08-18T10:00:00+05:30
fct_9e25451a,poi_ca1e63bc,architecture,"The carved lintel at Sunset Point is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_ca1e63bc,2026-08-18T10:00:00+05:30
fct_eeffe5de,poi_cc9446c4,trivia,"Paragliding Launch appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_cc9446c4,2026-08-18T10:00:00+05:30
fct_55d7ed42,poi_0856e669,history,Fishermen's Cove was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_0856e669,2026-08-18T10:00:00+05:30
fct_d99f09c5,poi_671bd504,trivia,"Kayaking at Aurangabad appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_671bd504,2026-08-18T10:00:00+05:30
fct_f10d577a,poi_3611521b,practical,Allow 120 minutes at Zipline Point. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_3611521b,2026-08-18T10:00:00+05:30
fct_463e721c,poi_79477167,etiquette,Footwear is removed before entering the inner area of Riverside Ghats; socks are advisable in summer.,en-IN,high,2,emb_fact_79477167,2026-08-18T10:00:00+05:30
fct_5ccab8dd,poi_4392116d,trivia,"Rock Climbing Wall appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_4392116d,2026-08-18T10:00:00+05:30
fct_c9446ad3,poi_a9d48230,history,Riverside Lounge was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_a9d48230,2026-08-18T10:00:00+05:30
fct_112947ac,poi_de5aff84,trivia,"Fishermen's Cove appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,2,emb_fact_de5aff84,2026-08-18T10:00:00+05:30
fct_1c0a952d,poi_1e04227a,etiquette,"Footwear is removed before entering the inner area of Jazz Cellar, Aurangabad; socks are advisable in summer.",en-IN,high,1,emb_fact_1e04227a,2026-08-18T10:00:00+05:30
fct_81bd3254,poi_a9b62025,practical,Allow 180 minutes at Aurangabad Bird Sanctuary. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_a9b62025,2026-08-18T10:00:00+05:30
fct_c2668967,poi_fb5f89ab,etiquette,Footwear is removed before entering the inner area of Watchtower Terrace; socks are advisable in summer.,en-IN,high,2,emb_fact_fb5f89ab,2026-08-18T10:00:00+05:30
fct_c96b867b,poi_5fab4a4a,etiquette,Footwear is removed before entering the inner area of Kayaking at Aurangabad; socks are advisable in summer.,en-IN,medium,5,emb_fact_5fab4a4a,2026-08-18T10:00:00+05:30
fct_108dd2ff,poi_2a817bf0,practical,Allow 120 minutes at Museum of Coins. It is busiest between 10:00 and 13:00.,en-IN,high,5,emb_fact_2a817bf0,2026-08-18T10:00:00+05:30
fct_b21f4402,poi_02a01ef8,trivia,"Paragliding Launch appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_02a01ef8,2026-08-18T10:00:00+05:30
fct_dedf0416,poi_b961944a,practical,Allow 240 minutes at Quiet Bay. It is busiest between 10:00 and 13:00.,en-IN,high,5,emb_fact_b961944a,2026-08-18T10:00:00+05:30
fct_c743fbab,poi_f404c1ef,architecture,"The fresco panel at Crocodile Park is the detail most guides point out, and the only part not restored.",en-IN,medium,1,emb_fact_f404c1ef,2026-08-18T10:00:00+05:30
fct_735cd9ac,poi_56fd62aa,history,Aurangabad Lake was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_56fd62aa,2026-08-18T10:00:00+05:30
fct_88e589a5,poi_16fd3ba6,practical,Allow 240 minutes at Riverside Lounge. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_16fd3ba6,2026-08-18T10:00:00+05:30
fct_1d344873,poi_822c8d40,history,Riverside Lounge was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_822c8d40,2026-08-18T10:00:00+05:30
fct_d19749dc,poi_611ff2e6,practical,"Allow 120 minutes at St Mary's Church, Ahmedabad. It is busiest between 10:00 and 13:00.",en-IN,high,4,emb_fact_611ff2e6,2026-08-18T10:00:00+05:30
fct_746327e9,poi_f2c367a7,trivia,"Cliff Walk appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_f2c367a7,2026-08-18T10:00:00+05:30
fct_a6bed6e3,poi_b9b35115,trivia,"Paragliding Launch appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_b9b35115,2026-08-18T10:00:00+05:30
fct_72a79cad,poi_f70648bb,practical,"Allow 60 minutes at Jazz Cellar, Ahmedabad. It is busiest between 10:00 and 13:00.",en-IN,medium,3,emb_fact_f70648bb,2026-08-18T10:00:00+05:30
fct_8815183d,poi_25b7eba8,etiquette,Footwear is removed before entering the inner area of Ahmedabad Temple; socks are advisable in summer.,en-IN,medium,2,emb_fact_25b7eba8,2026-08-18T10:00:00+05:30
fct_5661e260,poi_cbc7b76a,etiquette,Footwear is removed before entering the inner area of Hot Springs; socks are advisable in summer.,en-IN,high,3,emb_fact_cbc7b76a,2026-08-18T10:00:00+05:30
fct_c3912243,poi_49e06159,etiquette,Footwear is removed before entering the inner area of Ahmedabad Viewpoint; socks are advisable in summer.,en-IN,high,2,emb_fact_49e06159,2026-08-18T10:00:00+05:30
fct_add21126,poi_f52fb17d,architecture,"The brass door at North Beach is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_f52fb17d,2026-08-18T10:00:00+05:30
fct_dba5aaef,poi_be136c8b,etiquette,Footwear is removed before entering the inner area of Ahmedabad Viewpoint; socks are advisable in summer.,en-IN,high,5,emb_fact_be136c8b,2026-08-18T10:00:00+05:30
fct_d0d0fe94,poi_72043b54,history,City Walls Walk was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_72043b54,2026-08-18T10:00:00+05:30
fct_fa63cea3,poi_36527647,etiquette,Footwear is removed before entering the inner area of Rooftop Live Music; socks are advisable in summer.,en-IN,high,1,emb_fact_36527647,2026-08-18T10:00:00+05:30
fct_948d5f26,poi_57267cd9,architecture,"The fresco panel at Hilltop Shrine is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_57267cd9,2026-08-18T10:00:00+05:30
fct_b620370f,poi_eafd4622,practical,Allow 150 minutes at Ayurveda Centre. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_eafd4622,2026-08-18T10:00:00+05:30
