chunk_id,city_id,poi_id,section,title,body,language,token_estimate,source_label,embedding_ref,seasonal_relevance,updated_at
kbc_dbbf0f17,cty_d4f5e3a5,,transport,Tirupati — Transport,"Getting around Tirupati is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Tirupati / transport,emb_place_dbbf0f17,,2026-08-18T10:00:00+05:30
kbc_f2633ccc,cty_d4f5e3a5,,safety,Tirupati — Safety,"Tirupati is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Tirupati / safety,emb_place_f2633ccc,,2026-08-18T10:00:00+05:30
kbc_8177d4fd,cty_d4f5e3a5,,seasonal,Tirupati — Seasonal,"Season matters more in Tirupati than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Tirupati / seasonal,emb_place_8177d4fd,winter,2026-08-18T10:00:00+05:30
kbc_ed01b4f1,cty_d4f5e3a5,,practical,Tirupati — Practical,"Practical notes for Tirupati: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Tirupati / practical,emb_place_ed01b4f1,,2026-08-18T10:00:00+05:30
kbc_d89faaa6,cty_ab50efee,,history,Kolkata — History,"Kolkata grew up around a river crossing, and the shape of the old town still follows it. The early modern period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Kolkata / history,emb_place_d89faaa6,,2026-08-18T10:00:00+05:30
kbc_8001c46a,cty_ab50efee,,culture,Kolkata — Culture,"Daily rhythm in Kolkata is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a fortified hill fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Kolkata / culture,emb_place_8001c46a,,2026-08-18T10:00:00+05:30
kbc_864a11bb,cty_ab50efee,,etiquette,Kolkata — Etiquette,"A few things save awkwardness in Kolkata. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Kolkata / etiquette,emb_place_864a11bb,,2026-08-18T10:00:00+05:30
kbc_689c579e,cty_ab50efee,,food,Kolkata — Food,"The local kitchen in Kolkata is built around lentils and ghee, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Kolkata / food,emb_place_689c579e,,2026-08-18T10:00:00+05:30
kbc_9f6a2a8b,cty_ab50efee,,transport,Kolkata — Transport,"Getting around Kolkata is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Kolkata / transport,emb_place_9f6a2a8b,,2026-08-18T10:00:00+05:30
kbc_0fc1dbc5,cty_ab50efee,,safety,Kolkata — Safety,"Kolkata is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Kolkata / safety,emb_place_0fc1dbc5,,2026-08-18T10:00:00+05:30
kbc_ba306740,cty_ab50efee,,seasonal,Kolkata — Seasonal,"Season matters more in Kolkata than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Kolkata / seasonal,emb_place_ba306740,winter,2026-08-18T10:00:00+05:30
kbc_3ed23185,cty_ab50efee,,practical,Kolkata — Practical,"Practical notes for Kolkata: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Kolkata / practical,emb_place_3ed23185,,2026-08-18T10:00:00+05:30
kbc_08deb534,cty_c43cfa94,,history,Darjeeling — History,"Darjeeling grew up around a caravan route, and the shape of the old town still follows it. The Mughal period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Darjeeling / history,emb_place_08deb534,,2026-08-18T10:00:00+05:30
kbc_73ad708d,cty_c43cfa94,,culture,Darjeeling — Culture,"Daily rhythm in Darjeeling is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in spring. Evenings are social: the a fortified hill fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Darjeeling / culture,emb_place_73ad708d,,2026-08-18T10:00:00+05:30
kbc_85af5fb3,cty_c43cfa94,,etiquette,Darjeeling — Etiquette,"A few things save awkwardness in Darjeeling. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Darjeeling / etiquette,emb_place_85af5fb3,,2026-08-18T10:00:00+05:30
kbc_c7782b3e,cty_c43cfa94,,food,Darjeeling — Food,"The local kitchen in Darjeeling is built around millet and chilli, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Darjeeling / food,emb_place_c7782b3e,,2026-08-18T10:00:00+05:30
kbc_238a8091,cty_c43cfa94,,transport,Darjeeling — Transport,"Getting around Darjeeling is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Darjeeling / transport,emb_place_238a8091,,2026-08-18T10:00:00+05:30
kbc_565b30d9,cty_c43cfa94,,safety,Darjeeling — Safety,"Darjeeling is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During spring the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Darjeeling / safety,emb_place_565b30d9,,2026-08-18T10:00:00+05:30
kbc_dadd1a73,cty_c43cfa94,,seasonal,Darjeeling — Seasonal,"Season matters more in Darjeeling than most travellers expect. spring brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Darjeeling / seasonal,emb_place_dadd1a73,spring,2026-08-18T10:00:00+05:30
kbc_772abeb2,cty_c43cfa94,,practical,Darjeeling — Practical,"Practical notes for Darjeeling: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Darjeeling / practical,emb_place_772abeb2,,2026-08-18T10:00:00+05:30
kbc_bfac40f5,cty_b6ccbb3b,,history,Puri — History,"Puri grew up around a fortified hill, and the shape of the old town still follows it. The Mughal period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Puri / history,emb_place_bfac40f5,,2026-08-18T10:00:00+05:30
kbc_fb356df6,cty_b6ccbb3b,,culture,Puri — Culture,"Daily rhythm in Puri is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a natural harbour fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Puri / culture,emb_place_fb356df6,,2026-08-18T10:00:00+05:30
kbc_a0a9aeca,cty_b6ccbb3b,,etiquette,Puri — Etiquette,"A few things save awkwardness in Puri. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Puri / etiquette,emb_place_a0a9aeca,,2026-08-18T10:00:00+05:30
kbc_cb36a417,cty_b6ccbb3b,,food,Puri — Food,"The local kitchen in Puri is built around fish and tamarind, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Puri / food,emb_place_cb36a417,,2026-08-18T10:00:00+05:30
kbc_f1198793,cty_b6ccbb3b,,transport,Puri — Transport,"Getting around Puri is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Puri / transport,emb_place_f1198793,,2026-08-18T10:00:00+05:30
kbc_34042ba3,cty_b6ccbb3b,,safety,Puri — Safety,"Puri is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Puri / safety,emb_place_34042ba3,,2026-08-18T10:00:00+05:30
kbc_69b9b9f4,cty_b6ccbb3b,,seasonal,Puri — Seasonal,"Season matters more in Puri than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Puri / seasonal,emb_place_69b9b9f4,winter,2026-08-18T10:00:00+05:30
kbc_7f5236ce,cty_b6ccbb3b,,practical,Puri — Practical,"Practical notes for Puri: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Puri / practical,emb_place_7f5236ce,,2026-08-18T10:00:00+05:30
kbc_426b0d03,cty_7be8559f,,history,Bhubaneswar — History,"Bhubaneswar grew up around a rail junction, and the shape of the old town still follows it. The Mughal period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Bhubaneswar / history,emb_place_426b0d03,,2026-08-18T10:00:00+05:30
kbc_2112ce58,cty_7be8559f,,culture,Bhubaneswar — Culture,"Daily rhythm in Bhubaneswar is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a rail junction fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Bhubaneswar / culture,emb_place_2112ce58,,2026-08-18T10:00:00+05:30
kbc_b0c3d8ea,cty_7be8559f,,etiquette,Bhubaneswar — Etiquette,"A few things save awkwardness in Bhubaneswar. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Bhubaneswar / etiquette,emb_place_b0c3d8ea,,2026-08-18T10:00:00+05:30
kbc_82cc0845,cty_7be8559f,,food,Bhubaneswar — Food,"The local kitchen in Bhubaneswar is built around lentils and ghee, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Bhubaneswar / food,emb_place_82cc0845,,2026-08-18T10:00:00+05:30
kbc_411a8b69,cty_7be8559f,,transport,Bhubaneswar — Transport,"Getting around Bhubaneswar is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Bhubaneswar / transport,emb_place_411a8b69,,2026-08-18T10:00:00+05:30
kbc_07f919f5,cty_7be8559f,,safety,Bhubaneswar — Safety,"Bhubaneswar is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Bhubaneswar / safety,emb_place_07f919f5,,2026-08-18T10:00:00+05:30
kbc_9ebb05c2,cty_7be8559f,,seasonal,Bhubaneswar — Seasonal,"Season matters more in Bhubaneswar than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Bhubaneswar / seasonal,emb_place_9ebb05c2,winter,2026-08-18T10:00:00+05:30
kbc_8fbc0cfb,cty_7be8559f,,practical,Bhubaneswar — Practical,"Practical notes for Bhubaneswar: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Bhubaneswar / practical,emb_place_8fbc0cfb,,2026-08-18T10:00:00+05:30
kbc_fec21327,cty_cf1c6ac5,,history,Guwahati — History,"Guwahati grew up around a royal hunting reserve, and the shape of the old town still follows it. The colonial period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Guwahati / history,emb_place_fec21327,,2026-08-18T10:00:00+05:30
kbc_765688c4,cty_cf1c6ac5,,culture,Guwahati — Culture,"Daily rhythm in Guwahati is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in post monsoon. Evenings are social: the a caravan route fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Guwahati / culture,emb_place_765688c4,,2026-08-18T10:00:00+05:30
kbc_f7becdd6,cty_cf1c6ac5,,etiquette,Guwahati — Etiquette,"A few things save awkwardness in Guwahati. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Guwahati / etiquette,emb_place_f7becdd6,,2026-08-18T10:00:00+05:30
kbc_1755f363,cty_cf1c6ac5,,food,Guwahati — Food,"The local kitchen in Guwahati is built around wheat and dairy, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Guwahati / food,emb_place_1755f363,,2026-08-18T10:00:00+05:30
kbc_26be158c,cty_cf1c6ac5,,transport,Guwahati — Transport,"Getting around Guwahati is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Guwahati / transport,emb_place_26be158c,,2026-08-18T10:00:00+05:30
kbc_f1be8fd5,cty_cf1c6ac5,,safety,Guwahati — Safety,"Guwahati is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During post monsoon the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,76,KV Place Guide / Guwahati / safety,emb_place_f1be8fd5,,2026-08-18T10:00:00+05:30
kbc_e96ebef7,cty_cf1c6ac5,,seasonal,Guwahati — Seasonal,"Season matters more in Guwahati than most travellers expect. post monsoon brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,80,KV Place Guide / Guwahati / seasonal,emb_place_e96ebef7,post_monsoon,2026-08-18T10:00:00+05:30
kbc_2a5b013e,cty_cf1c6ac5,,practical,Guwahati — Practical,"Practical notes for Guwahati: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Guwahati / practical,emb_place_2a5b013e,,2026-08-18T10:00:00+05:30
kbc_c866845b,cty_590d4b7b,,history,Shillong — History,"Shillong grew up around a rail junction, and the shape of the old town still follows it. The colonial period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Shillong / history,emb_place_c866845b,,2026-08-18T10:00:00+05:30
kbc_a6b9d769,cty_590d4b7b,,culture,Shillong — Culture,"Daily rhythm in Shillong is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in post monsoon. Evenings are social: the a temple tank fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Shillong / culture,emb_place_a6b9d769,,2026-08-18T10:00:00+05:30
kbc_8dbbaeba,cty_590d4b7b,,etiquette,Shillong — Etiquette,"A few things save awkwardness in Shillong. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Shillong / etiquette,emb_place_8dbbaeba,,2026-08-18T10:00:00+05:30
kbc_c2383716,cty_590d4b7b,,food,Shillong — Food,"The local kitchen in Shillong is built around fish and tamarind, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Shillong / food,emb_place_c2383716,,2026-08-18T10:00:00+05:30
kbc_a7167f62,cty_590d4b7b,,transport,Shillong — Transport,"Getting around Shillong is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Shillong / transport,emb_place_a7167f62,,2026-08-18T10:00:00+05:30
kbc_39ec9eba,cty_590d4b7b,,safety,Shillong — Safety,"Shillong is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During post monsoon the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,76,KV Place Guide / Shillong / safety,emb_place_39ec9eba,,2026-08-18T10:00:00+05:30
kbc_caf76816,cty_590d4b7b,,seasonal,Shillong — Seasonal,"Season matters more in Shillong than most travellers expect. post monsoon brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,80,KV Place Guide / Shillong / seasonal,emb_place_caf76816,post_monsoon,2026-08-18T10:00:00+05:30
kbc_f50e9b3a,cty_590d4b7b,,practical,Shillong — Practical,"Practical notes for Shillong: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Shillong / practical,emb_place_f50e9b3a,,2026-08-18T10:00:00+05:30
kbc_815a23ce,cty_ccb4fb74,,history,Gangtok — History,"Gangtok grew up around a natural harbour, and the shape of the old town still follows it. The medieval period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Gangtok / history,emb_place_815a23ce,,2026-08-18T10:00:00+05:30
kbc_078e7538,cty_ccb4fb74,,culture,Gangtok — Culture,"Daily rhythm in Gangtok is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in spring. Evenings are social: the a caravan route fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Gangtok / culture,emb_place_078e7538,,2026-08-18T10:00:00+05:30
kbc_143b34d6,cty_ccb4fb74,,etiquette,Gangtok — Etiquette,"A few things save awkwardness in Gangtok. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Gangtok / etiquette,emb_place_143b34d6,,2026-08-18T10:00:00+05:30
kbc_f1ce3464,cty_ccb4fb74,,food,Gangtok — Food,"The local kitchen in Gangtok is built around wheat and dairy, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Gangtok / food,emb_place_f1ce3464,,2026-08-18T10:00:00+05:30
kbc_6966cb0c,cty_ccb4fb74,,transport,Gangtok — Transport,"Getting around Gangtok is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Gangtok / transport,emb_place_6966cb0c,,2026-08-18T10:00:00+05:30
kbc_66e43aae,cty_ccb4fb74,,safety,Gangtok — Safety,"Gangtok is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During spring the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Gangtok / safety,emb_place_66e43aae,,2026-08-18T10:00:00+05:30
kbc_2ff30d78,cty_ccb4fb74,,seasonal,Gangtok — Seasonal,"Season matters more in Gangtok than most travellers expect. spring brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Gangtok / seasonal,emb_place_2ff30d78,spring,2026-08-18T10:00:00+05:30
kbc_fd3526e9,cty_ccb4fb74,,practical,Gangtok — Practical,"Practical notes for Gangtok: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Gangtok / practical,emb_place_fd3526e9,,2026-08-18T10:00:00+05:30
kbc_08b0ac25,cty_a50bc5dd,,history,Colombo — History,"Colombo grew up around a temple tank, and the shape of the old town still follows it. The early modern period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Colombo / history,emb_place_08b0ac25,,2026-08-18T10:00:00+05:30
kbc_99891f46,cty_a50bc5dd,,culture,Colombo — Culture,"Daily rhythm in Colombo is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a royal hunting reserve fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Colombo / culture,emb_place_99891f46,,2026-08-18T10:00:00+05:30
kbc_c8244155,cty_a50bc5dd,,etiquette,Colombo — Etiquette,"A few things save awkwardness in Colombo. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Colombo / etiquette,emb_place_c8244155,,2026-08-18T10:00:00+05:30
kbc_ad94af49,cty_a50bc5dd,,food,Colombo — Food,"The local kitchen in Colombo is built around fermented batters, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,97,KV Place Guide / Colombo / food,emb_place_ad94af49,,2026-08-18T10:00:00+05:30
